Using PJRT plugin directory: /localdev/jameszianxu/tt-xla/python_package/pjrt_plugin_tt
Using TT-Metal from the source tree: /localdev/jameszianxu/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/jameszianxu/tt-xla/venv/bin/python
cachedir: .pytest_cache
metadata: {'Python': '3.11.14', 'Platform': 'Linux-5.15.0-142-generic-x86_64-with-glibc2.35', 'Packages': {'pytest': '8.4.2', 'pluggy': '1.6.0'}, 'Plugins': {'metadata': '3.1.1', 'split': '0.10.0', 'jaxtyping': '0.3.4', 'forked': '1.6.0', 'anyio': '4.12.0', 'json-report': '1.5.0'}}
rootdir: /localdev/jameszianxu/tt-xla
configfile: pytest.ini
plugins: metadata-3.1.1, split-0.10.0, jaxtyping-0.3.4, forked-1.6.0, anyio-4.12.0, json-report-1.5.0
collecting ... collected 1 item

tests/torch/graphs/test_attention.py::test_qwen2_5_attention_prefill_push[7b_instruct-1024-llmbox] 2026-01-05 17:22:57.939 (   0.000s) [        7BAA3480]   plugin_attributes.cc:60       1| PluginAttributes::PJRT_Plugin_Initialize
2026-01-05 17:23:26.236 (  28.297s) [        7BAA3480] executable_instance.cc:196      1| Literal MLIR code (size=499):
#loc = loc(unknown)
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.spmd_output_sharding = "{{replicated}}", mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1024x128xbf16> loc(unknown)) -> tensor<2x1024x128xbf16> {
    %cst = stablehlo.constant dense<0.000000e+00> : tensor<2x1024x128xbf16> loc(#loc)
    return %cst : tensor<2x1024x128xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)

2026-01-05 17:23:26.236 (  28.297s) [        7BAA3480] executable_instance.cc:110      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2026-01-05 17:23:26.236 (  28.297s) [        7BAA3480] executable_instance.cc:147      1| USE_SANITIZED_EMITHLO_IR=1, using sanitized MLIR code
2026-01-05 17:23:26.236 (  28.297s) [        7BAA3480] executable_instance.cc:196      1| Literal MLIR code (size=499):
#loc = loc(unknown)
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.spmd_output_sharding = "{{replicated}}", mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1024x128xbf16> loc(unknown)) -> tensor<2x1024x128xbf16> {
    %cst = stablehlo.constant dense<0.000000e+00> : tensor<2x1024x128xbf16> loc(#loc)
    return %cst : tensor<2x1024x128xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)

2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:110      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:147      1| USE_SANITIZED_EMITHLO_IR=1, using sanitized MLIR code
2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:196      1| Literal MLIR code (size=499):
#loc = loc(unknown)
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.spmd_output_sharding = "{{replicated}}", mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1024x128xbf16> loc(unknown)) -> tensor<2x1024x128xbf16> {
    %cst = stablehlo.constant dense<0.000000e+00> : tensor<2x1024x128xbf16> loc(#loc)
    return %cst : tensor<2x1024x128xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)

2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:110      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:147      1| USE_SANITIZED_EMITHLO_IR=1, using sanitized MLIR code
2026-01-05 17:23:26.239 (  28.300s) [        7BAA3480] executable_instance.cc:196      1| Literal MLIR code (size=499):
#loc = loc(unknown)
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.spmd_output_sharding = "{{replicated}}", mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1024x128xbf16> loc(unknown)) -> tensor<2x1024x128xbf16> {
    %cst = stablehlo.constant dense<0.000000e+00> : tensor<2x1024x128xbf16> loc(#loc)
    return %cst : tensor<2x1024x128xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)

2026-01-05 17:23:26.241 (  28.301s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     buffer_instance.cc:690      1| BufferInstance::PJRT_Buffer_Device
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480] executable_instance.cc:219      1| ExecutableInstance::PJRT_Executable_NumOutputs
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]loaded_executable_insta:345      1| LoadedExecutableInstance::PJRT_LoadedExecutable_Execute
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]flatbuffer_loaded_execu:260      1| FlatbufferLoadedExecutableInstance::Execute
2026-01-05 17:23:26.241 (  28.302s) [        7BAA3480]     client_instance.cc:423      1| ClientInstance::getOrCreateMeshDevice - reusing already opened mesh device [2, 4]
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 0 with shape [2, 1024, 128] and UID 104
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 1 with shape [2, 1024, 128] and UID 105
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 2 with shape [2, 1024, 128] and UID 106
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 3 with shape [2, 1024, 128] and UID 107
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 4 with shape [2, 1024, 128] and UID 108
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 5 with shape [2, 1024, 128] and UID 109
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 6 with shape [2, 1024, 128] and UID 110
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]flatbuffer_loaded_execu:195      1| Filled output at output_index 0 device_index 7 with shape [2, 1024, 128] and UID 111
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:576      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2026-01-05 17:23:26.263 (  28.324s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480] executable_instance.cc:62       1| ExecutableInstance::PJRT_Executable_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]loaded_executable_insta:280      1| LoadedExecutableInstance::PJRT_LoadedExecutable_Destroy
2026-01-05 17:23:26.264 (  28.324s) [        7BAA3480]loaded_executable_insta:46       1| Clearing program cache.
2026-01-05 17:23:26.265 (  28.325s) [        7BAA3480]     buffer_instance.cc:564      1| BufferInstance::PJRT_Buffer_UnpaddedDimensions
2026-01-05 17:23:26.265 (  28.325s) [        7BAA3480]     buffer_instance.cc:545      1| BufferInstance::PJRT_Buffer_ElementType
2026-01-05 17:23:26.265 (  28.325s) [        7BAA3480]     buffer_instance.cc:553      1| BufferInstance::PJRT_Buffer_Dimensions
2026-01-05 17:23:26.265 (  28.325s) [        7BAA3480]     buffer_instance.cc:586      1| BufferInstance::PJRT_Buffer_ToHostBuffer
2026-01-05 17:23:26.265 (  28.326s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:26.265 (  28.326s) [        7BAA3480]     buffer_instance.cc:537      1| BufferInstance::PJRT_Buffer_Destroy
2026-01-05 17:23:26.271 (  28.332s) [        88FF9640]     buffer_instance.cc:425      1| Returning tensor to host with host_runtime_tensors ct = 8 from device 0 with buffer UID 104 and shape [2, 1024, 128]
2026-01-05 17:23:26.271 (  28.332s) [        72FFD640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:26.273 (  28.334s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:26.277 (  28.338s) [        7BAA3480]     client_instance.cc:694      1| ClientInstance::PJRT_Client_Compile
2026-01-05 17:23:26.277 (  28.338s) [        7BAA3480]     client_instance.cc:327      1| MLIR code size: 802 bytes
=== MLIR Code (size=802) ===
MLÔRStableHLO_v1.11.0
=== End MLIR Code ===
2026-01-05 17:23:26.277 (  28.338s) [        7BAA3480]      module_builder.cc:213      1| ModuleBuilder::buildModule
2026-01-05 17:23:26.277 (  28.338s) [        7BAA3480]      module_builder.cc:1063     1| MLIR Module vhlo:
#loc1 = loc("p0.1")
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=2, \22_axis_1\22=4]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  vhlo.func_v1 @main(%arg0: !vhlo.tensor_v1<2x1x1024x1024x!vhlo.bf16_v1> loc("p0.1")) -> (!vhlo.tensor_v1<2x1x1024x1024x!vhlo.bf16_v1>) {
    %0 = "vhlo.custom_call_v1"(%arg0) <{api_version = #vhlo<api_version_v1 API_VERSION_ORIGINAL>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"xla.sdy.FuncResultSharding">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<true>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding_per_value<[<@mesh, [{}, {}, {}, {}]>]>">}>} : (!vhlo.tensor_v1<2x1x1024x1024x!vhlo.bf16_v1>) -> !vhlo.tensor_v1<2x1x1024x1024x!vhlo.bf16_v1> loc(#loc1)
    "vhlo.return_v1"(%0) : (!vhlo.tensor_v1<2x1x1024x1024x!vhlo.bf16_v1>) -> () loc(#loc)
  } {arg_attrs = #vhlo.array_v1<[#vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{\22_axis_0\22}, {}, {}, {}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[2,1,1,1,4]<=[8] last_tile_dim_replicate}">}>]>, res_attrs = #vhlo.array_v1<[#vhlo.dict_v1<{#vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{replicated}">}>]>, sym_visibility = #vhlo.string_v1<"">} loc(#loc)
} loc(#loc)
#loc = loc(unknown)
------------------ END OF MLIR MODULE ------------------
2026-01-05 17:23:26.279 (  28.340s) [        7BAA3480]      module_builder.cc:1063     1| MLIR Module shlo:
#loc1 = loc("p0.1")
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=2, \22_axis_1\22=4]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1x1024x1024xbf16> {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding<@mesh, [{\22_axis_0\22}, {}, {}, {}]>"}, mhlo.sharding = "{devices=[2,1,1,1,4]<=[8] last_tile_dim_replicate}"} loc("p0.1")) -> (tensor<2x1x1024x1024xbf16> {mhlo.sharding = "{replicated}"}) {
    %0 = stablehlo.custom_call @xla.sdy.FuncResultSharding(%arg0) {has_side_effect = true, mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {}, {}, {}]>]>"}} : (tensor<2x1x1024x1024xbf16>) -> tensor<2x1x1024x1024xbf16> loc(#loc1)
    return %0 : tensor<2x1x1024x1024xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
------------------ END OF MLIR MODULE ------------------
2026-01-05 17:23:26.279 (  28.340s) [        7BAA3480]      module_builder.cc:1063     1| MLIR Module shlo_frontend:
#loc1 = loc("p0.1")
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=2, \22_axis_1\22=4]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  func.func @main(%arg0: tensor<2x1x1024x1024xbf16> {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding<@mesh, [{\22_axis_0\22}, {}, {}, {}]>"}, mhlo.sharding = "{devices=[2,1,1,1,4]<=[8] last_tile_dim_replicate}", ttcore.argument_type = #ttcore.argument_type<input>} loc("p0.1")) -> (tensor<2x1x1024x1024xbf16> {mhlo.sharding = "{replicated}"}) {
    %0 = stablehlo.custom_call @xla.sdy.FuncResultSharding(%arg0) {has_side_effect = true, mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {}, {}, {}]>]>"}} : (tensor<2x1x1024x1024xbf16>) -> tensor<2x1x1024x1024xbf16> loc(#loc1)
    return %0 : tensor<2x1x1024x1024xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
------------------ END OF MLIR MODULE ------------------
2026-01-05 17:23:26.284 (  28.345s) [        7BAA3480]      module_builder.cc:1063     1| MLIR Module shlo_compiler:
#loc1 = loc("p0.1")
module @ReplicateShardedData.6 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0"=2, "_axis_1"=4]> loc(#loc)
  func.func @main(%arg0: tensor<2x1x1024x1024xbf16> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>} loc("p0.1")) -> (tensor<2x1x1024x1024xbf16> {ttcore.shard_status = #ttcore.shard_status<presharded>}) {
    %0 = sdy.manual_computation(%arg0) in_shardings=[<@mesh, [{"_axis_0"}, {}, {}, {}]>] out_shardings=[<@mesh, [{}, {}, {}, {}]>] manual_axes={"_axis_0", "_axis_1"} (%arg1: tensor<1x1x1024x1024xbf16> loc("p0.1")) {
      %1 = "stablehlo.all_gather"(%arg1) <{all_gather_dim = 0 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 4], [1, 5], [2, 6], [3, 7]]> : tensor<4x2xi64>}> : (tensor<1x1x1024x1024xbf16>) -> tensor<2x1x1024x1024xbf16> loc(#loc1)
      sdy.return %1 : tensor<2x1x1024x1024xbf16> loc(#loc)
    } : (tensor<2x1x1024x1024xbf16>) -> tensor<2x1x1024x1024xbf16> loc(#loc)
    return %0 : tensor<2x1x1024x1024xbf16> loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
------------------ END OF MLIR MODULE ------------------
2026-01-05 17:23:26.285 (  28.346s) [        7BAA3480]      module_builder.cc:273      1| Cleaning for XLA ingestion
Out sharding: #sdy.sharding<@mesh, [{}, {}, {}, {}]>
  Out sharding #0, dim #0, axisName.size()=0
  Out sharding #0, dim #1, axisName.size()=0
  Out sharding #0, dim #2, axisName.size()=0
  Out sharding #0, dim #3, axisName.size()=0
Out sharding str for out sharding #0 is: {replicated}
Module after injecting out sharding result and simplifying main function:
